i0,s0_idx,s0,s1,s1_label,s2,s2_label
755,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>factor</b> of not being grand, and with Sir David it is the other way about.",inapt,"But Major makes an <b>ingredient</b> of not being grand, and with Sir David it is the other way about.",inapt
756,5536,Faith in Sir David's leadership was <b>restored</b>.,Faith in Sir David's leadership was <b>renewed</b>.,apt,Faith in Sir David's leadership was <b>repaired</b>.,inapt
757,5536,Faith in Sir David's leadership was <b>restored</b>.,Faith in Sir David's leadership was <b>renewed</b>.,apt,Faith in Sir David's leadership was <b>doctored</b>.,inapt
758,5536,Faith in Sir David's leadership was <b>restored</b>.,Faith in Sir David's leadership was <b>repaired</b>.,inapt,Faith in Sir David's leadership was <b>doctored</b>.,inapt
759,5572,"The movement of dolphins around the barrier was observed, using electronic equipment to monitor sonar <b>activity</b>.","The movement of dolphins around the barrier was observed, using electronic equipment to monitor sonar <b>movement</b>.",apt,"The movement of dolphins around the barrier was observed, using electronic equipment to monitor sonar <b>deed</b>.",inapt
760,5580,"The scientists hope to <b>raise</b> £100,000 through an appeal by Windsor Safari Park.","The scientists hope to <b>make</b> £100,000 through an appeal by Windsor Safari Park.",apt,"The scientists hope to <b>lift</b> £100,000 through an appeal by Windsor Safari Park.",inapt
761,5580,"The scientists hope to <b>raise</b> £100,000 through an appeal by Windsor Safari Park.","The scientists hope to <b>make</b> £100,000 through an appeal by Windsor Safari Park.",apt,"The scientists hope to <b>elevate</b> £100,000 through an appeal by Windsor Safari Park.",inapt
762,5580,"The scientists hope to <b>raise</b> £100,000 through an appeal by Windsor Safari Park.","The scientists hope to <b>lift</b> £100,000 through an appeal by Windsor Safari Park.",inapt,"The scientists hope to <b>elevate</b> £100,000 through an appeal by Windsor Safari Park.",inapt
763,5581,"The scientists hope to raise £100,000 through an <b>appeal</b> by Windsor Safari Park.","The scientists hope to raise £100,000 through a <b>petition</b> by Windsor Safari Park.",apt,"The scientists hope to raise £100,000 through a <b>proceeding</b> by Windsor Safari Park.",inapt
764,5653,"An earlier film by Raphael, The Persuaders (1986), <b>charted</b> the transformation of Ricki into Rytasha, which occurred at the Hare Krishna Temple in London, and her uneasy relationship with her guru there.","An earlier film by Raphael, The Persuaders (1986), <b>plotted</b> the transformation of Ricki into Rytasha, which occurred at the Hare Krishna Temple in London, and her uneasy relationship with her guru there.",apt,"An earlier film by Raphael, The Persuaders (1986), <b>mapped</b> the transformation of Ricki into Rytasha, which occurred at the Hare Krishna Temple in London, and her uneasy relationship with her guru there.",inapt
765,5666,"’ With no trace of a smile or a blush the baroness quickly corrected herself — ‘an irrigation system’ — but the <b>slip</b> was a telling one, and I'm sure they would have appreciated it in Bangladesh.","’ With no trace of a smile or a blush the baroness quickly corrected herself — ‘an irrigation system’ — but the <b>mistake</b> was a telling one, and I'm sure they would have appreciated it in Bangladesh.",apt,"’ With no trace of a smile or a blush the baroness quickly corrected herself — ‘an irrigation system’ — but the <b>trip</b> was a telling one, and I'm sure they would have appreciated it in Bangladesh.",inapt
766,5674,"The money ran out before the scheme's completion, and the villagers <b>found</b> themselves obliged to borrow the rest.","The money ran out before the scheme's completion, and the villagers <b>discovered</b> themselves obliged to borrow the rest.",apt,"The money ran out before the scheme's completion, and the villagers <b>encountered</b> themselves obliged to borrow the rest.",inapt
767,5677,"The most irritating thing about Rytasha — and there were many — was that, though she does not speak their language, she presumes to teach them a spurious <b>form</b> of their own religion.","The most irritating thing about Rytasha — and there were many — was that, though she does not speak their language, she presumes to teach them a spurious <b>version</b> of their own religion.",apt,"The most irritating thing about Rytasha — and there were many — was that, though she does not speak their language, she presumes to teach them a spurious <b>contour</b> of their own religion.",inapt
768,5683,"They are far too civilised for that sort of thing in Bangladesh, but I kept thinking wistfully of T. S. Eliot's <b>lines</b> in Sweeney Agonistes about ‘a nice little white little missionary stew’.","They are far too civilised for that sort of thing in Bangladesh, but I kept thinking wistfully of T. S. Eliot's <b>words</b> in Sweeney Agonistes about ‘a nice little white little missionary stew’.",apt,"They are far too civilised for that sort of thing in Bangladesh, but I kept thinking wistfully of T. S. Eliot's <b>marks</b> in Sweeney Agonistes about ‘a nice little white little missionary stew’.",inapt
