i0,idx,s0,novelty,sid,genre,human_ans
762,3799,"Its significance lies in its double message: that the aim of the Palestinian struggle is the establishment of Palestinian independence, and that this independence is <b>regarded</b> as being not at Israel's expense.",0.257,a9j-fragment01-39,NEWS,seen considered depicted
763,3800,"Its significance lies in its double message: that the aim of the Palestinian struggle is the establishment of Palestinian independence, and that this independence is regarded as being not at Israel's <b>expense</b>.",0.219,a9j-fragment01-39,NEWS,cost downfall
764,3803,"This has been a constant theme of Intifada policy: that we wish to build (Palestine), not to destroy (Israel); that we wish to achieve <b>freedom</b> (for our people), not to deprive others (Israelis) of it; that we wish to protect and save lives (ours), not to endanger the lives of others (Israelis).",-0.147,a9j-fragment01-40,NEWS,liberation liberty autonomy happiness
765,3809,"If the PNC Declaration of Independence constituted a major <b>landmark</b> in this process, the time has come to embark on another major step, that of declaring the setting up of a state or government structure.",0.194,a9j-fragment01-47,NEWS,milestone feature checkpoint
766,3813,"If the PNC Declaration of Independence constituted a major landmark in this process, the time has come to embark on another major step, that of <b>declaring</b> the setting up of a state or government structure.",0.034,a9j-fragment01-47,NEWS,announcing stating proclaiming proposing
767,3814,"If the PNC Declaration of Independence constituted a major landmark in this process, the time has come to embark on another major step, that of declaring the <b>setting</b> up of a state or government structure.",-0.088,a9j-fragment01-47,NEWS,starting putting building
768,3815,"If the PNC Declaration of Independence constituted a major landmark in this process, the time has come to embark on another major step, that of declaring the setting up of a state or government <b>structure</b>.",0.0,a9j-fragment01-47,NEWS,system hierarchy organisation entity
769,3817,AN ESCALATION of the Intifada in this direction would <b>serve</b> two purposes at once.,0.118,a9j-fragment01-48,NEWS,benefit provide support give
770,3818,"First, it would <b>consolidate</b> the structures of the developing national authority which is competing to replace the occupation authority.",0.258,a9j-fragment01-49,NEWS,combine unite streamline strengthen
771,3824,"Second, it would consolidate the <b>image</b> and essence of the Intifada as a constructive, not a destructive, force.",0.088,a9j-fragment01-50,NEWS,impression persona appearance picture
772,3826,"Second, it would consolidate the image and essence of the Intifada as a constructive, not a destructive, <b>force</b>.",-0.03,a9j-fragment01-50,NEWS,power energy entity
773,3835,"But it will also be a <b>challenge</b> to us, Palestinians, summoning us to work more energetically towards the idea's fulfilment.",-0.188,a9j-fragment01-54,NEWS,obstacle difficulty trial
774,3840,"It would be a natural extension of the Intifada's dual strategy towards <b>disengagement</b> from Israel, and the corresponding process of state building.",0.032,a9j-fragment01-55,NEWS,separation withdrawing removal
775,3841,"It would be a natural extension of the Intifada's dual strategy towards disengagement from Israel, and the corresponding process of state <b>building</b>.",0.265,a9j-fragment01-55,NEWS,management making development property
776,3847,It would provide the multitudinous popular committees and activities with a more advanced <b>form</b> of organisation and structure.,-0.188,a9j-fragment01-57,NEWS,type construction format
777,3852,"It would maximise civilian tactics of resistance and <b>defuse</b> the natural potential for violence, containing and eventually eliminating the marginal but intrusive phenomenon of collaborator activation by Israeli security authorities and collaborator execution by local Palestinians.",0.121,a9j-fragment01-59,NEWS,lessen de-escalate stop disarm
778,3858,"Israel's <b>reaction</b>, however hostile, could only further our cause.",0.065,a9j-fragment01-61,NEWS,response answer
779,3860,"Arresting or deporting the tens of thousands of Palestinian professionals who would be employed in perfectly apolitical, <b>harmless</b> and humanitarian jobs can only further isolate the Israeli Government.",0.061,a9j-fragment01-62,NEWS,innocuous innocent painless uncontentious benign
780,3871,"In general, our policy should be to proceed with building our state block by <b>block</b>, without waiting to be given a gift of it through negotiations.",-0.029,a9j-fragment01-65,NEWS,slab chunk section
781,3874,We should <b>regard</b> negotiations rather as the means by which we could establish formal agreements between our state and Israel.,-0.125,a9j-fragment01-66,NEWS,consider treat view
782,3878,Such agreements can range from the issue of <b>borders</b> to the issue of free wave-lengths for our future television and radio networks.,0.152,a9j-fragment01-67,NEWS,boundaries nations regions borderlines
783,3879,Such agreements can range from the issue of borders to the issue of <b>free</b> wave-lengths for our future television and radio networks.,0.03,a9j-fragment01-67,NEWS,complimentary gratuitous unpaid
784,3888,"A pyramid administrative <b>structure</b>, establishing links from popular committees in villages right up to the Executive Committee of the PLO (in its capacity as a Cabinet), can be established.",0.097,a9j-fragment01-70,NEWS,framework building group
785,3889,"A pyramid administrative structure, establishing <b>links</b> from popular committees in villages right up to the Executive Committee of the PLO (in its capacity as a Cabinet), can be established.",0.114,a9j-fragment01-70,NEWS,connections relationships
786,3919,"To the Tysons, that <b>meant</b> nothing extravagant — just an extra £135 a month to make life at home in South Ruislip, Middlesex easier.",-0.062,aa3-fragment08-220,NEWS,implied symbolized was
787,3921,"To the Tysons, that meant nothing extravagant — just an extra £135 a month to make life at <b>home</b> in South Ruislip, Middlesex easier.",-0.171,aa3-fragment08-220,NEWS,house hearth
788,3922,"And for three years, it <b>earned</b> its return, every month.",0.094,aa3-fragment08-222,NEWS,made accrued garnered achieved gained
789,3932,"In the days that <b>followed</b>, the Tysons found that they and 18,000 other investors had been the victims of a financial crash of global proportions.",-0.061,aa3-fragment08-227,NEWS,came passed proceeded succeeded
790,3936,"Of the £190million invested in both funds, BCI investors <b>faced</b> a shortfall of up to £100million.",0.0,aa3-fragment08-228,NEWS,overlooked had encountered experienced
791,3937,"After the initial <b>shock</b> and disbelief, the Tysons grew angry — at the advisers who convinced them about Barlow Clowes, at the Midland bank manager who gave verbal assurances of its security, at the regulatory authorities responsible for the investment community and at the Department of Trade and Industry which allowed the company to trade.",-0.182,aa3-fragment08-229,NEWS,surprise upset impact
792,3941,"After the initial shock and disbelief, the Tysons grew angry — at the advisers who convinced them about Barlow Clowes, at the Midland bank manager who gave verbal assurances of its security, at the regulatory authorities responsible for the investment <b>community</b> and at the Department of Trade and Industry which allowed the company to trade.",0.061,aa3-fragment08-229,NEWS,group set society company
793,3942,"After the initial shock and disbelief, the Tysons grew angry — at the advisers who convinced them about Barlow Clowes, at the Midland bank manager who gave verbal assurances of its security, at the regulatory authorities responsible for the investment community and at the Department of Trade and Industry which <b>allowed</b> the company to trade.",-0.118,aa3-fragment08-229,NEWS,permitted authorized
794,3945,‘I <b>feel</b> appalled by the way these professional guardians have treated us.,-0.182,aa3-fragment08-231,NEWS,am sense
795,3951,"Like so many investors, Mr Tyson found himself having to go back to work to <b>ease</b> the financial strain he had hoped to avoid.",-0.1,aa3-fragment08-234,NEWS,alleviate soften aid lessen reduce
796,3959,"<b>Putting</b> it as politely as he can, Mr Tyson said the whole affair ‘encouraged’ him to return to paid employment.",-0.182,aa3-fragment08-237,NEWS,Phrasing Describing Explaining Speaking
797,3961,"Putting it as politely as he can, Mr Tyson said the whole affair ‘<b>encouraged</b>’ him to return to paid employment.",0.121,aa3-fragment08-237,NEWS,motivated allowed
798,3963,‘I hadn't <b>planned</b> to work at all.’,-0.086,aa3-fragment08-238,NEWS,intended prepared arranged expected
799,3967,Pursuing legal action would have cost them money they didn't have (unless it meant selling their house which was not an option) but doing nothing <b>left</b> them with the feeling that justice wasn't being done.,-0.182,aa3-fragment08-241,NEWS,stuck denied
